product_id,location_id,day_date,sales_units,sales_value
SKU-1013,47,2026-03-19,6,299.94
SKU-1013,47,2026-03-20,11,549.89
SKU-1013,47,2026-03-23,9,449.91
SKU-1013,47,2026-03-26,9,449.91
SKU-1013,47,2026-03-27,5,249.95
SKU-1013,47,2026-03-28,9,449.91
SKU-1013,47,2026-03-29,11,549.89
SKU-1013,47,2026-03-31,12,599.88
SKU-1013,47,2026-04-02,9,449.91
SKU-1013,47,2026-04-03,9,449.91
SKU-1013,47,2026-04-05,5,249.95
SKU-1013,47,2026-04-06,12,599.88
SKU-1013,47,2026-04-10,7,349.93
SKU-1013,47,2026-04-11,6,299.94
SKU-1013,47,2026-04-13,4,199.96
SKU-1013,47,2026-04-14,8,399.92
SKU-1013,47,2026-04-15,10,499.9
SKU-1013,47,2026-04-16,9,449.91
SKU-1013,47,2026-04-17,12,599.88
SKU-1013,47,2026-04-19,3,149.97
SKU-1013,47,2026-04-20,6,299.94
SKU-1013,47,2026-04-22,11,549.89
SKU-1013,47,2026-04-23,3,149.97
SKU-1013,47,2026-04-27,10,499.9
SKU-1013,47,2026-04-28,9,449.91
SKU-1013,47,2026-04-29,11,549.89
SKU-1013,47,2026-04-30,12,599.88
SKU-1013,47,2026-05-01,5,249.95
SKU-1013,47,2026-05-02,8,399.92
SKU-1013,47,2026-05-04,4,199.96
SKU-1013,47,2026-05-05,10,499.9
SKU-1013,47,2026-05-06,4,199.96
SKU-1013,47,2026-05-08,9,449.91
SKU-1013,47,2026-05-09,8,399.92
SKU-1013,101,2025-09-02,5,249.95
SKU-1013,101,2025-09-03,3,149.97
SKU-1013,101,2025-09-07,4,199.96
SKU-1013,101,2025-09-08,4,199.96
SKU-1013,101,2025-09-14,1,49.99
SKU-1013,101,2025-09-16,6,299.94
SKU-1013,101,2025-09-17,6,299.94
SKU-1013,101,2025-09-20,3,149.97
SKU-1013,101,2025-09-21,1,49.99
SKU-1013,101,2025-09-22,6,299.94
SKU-1013,101,2025-09-24,2,99.98
SKU-1013,101,2025-09-25,2,99.98
SKU-1013,101,2025-09-26,2,99.98
SKU-1013,101,2025-09-29,2,99.98
SKU-1013,101,2025-10-01,4,199.96
SKU-1013,101,2025-10-03,2,99.98
SKU-1013,101,2025-10-08,3,149.97
SKU-1013,101,2025-10-11,4,199.96
SKU-1013,101,2025-10-14,1,49.99
SKU-1013,101,2025-10-16,6,299.94
SKU-1013,101,2025-10-17,6,299.94
SKU-1013,101,2025-10-19,6,299.94
SKU-1013,101,2025-10-21,4,199.96
SKU-1013,101,2025-10-24,6,299.94
SKU-1013,101,2025-10-25,4,199.96
SKU-1013,101,2025-10-27,3,149.97
SKU-1013,101,2025-10-28,3,149.97
SKU-1013,101,2025-10-29,3,149.97
SKU-1013,101,2025-10-31,6,299.94
SKU-1013,101,2025-11-01,5,249.95
SKU-1013,101,2025-11-04,5,249.95
SKU-1013,101,2025-11-05,6,299.94
SKU-1013,101,2025-11-18,4,199.96
SKU-1013,101,2025-11-21,1,49.99
SKU-1013,101,2025-11-26,5,249.95
SKU-1013,101,2025-11-28,2,99.98
SKU-1013,101,2025-12-03,6,299.94
SKU-1013,101,2025-12-04,2,99.98
SKU-1013,101,2025-12-10,1,49.99
SKU-1013,101,2025-12-13,1,49.99
SKU-1013,101,2025-12-14,6,299.94
SKU-1013,101,2025-12-15,2,99.98
SKU-1013,101,2025-12-17,2,99.98
SKU-1013,101,2025-12-19,4,199.96
SKU-1013,101,2025-12-20,2,99.98
SKU-1013,101,2025-12-26,6,299.94
SKU-1013,101,2025-12-28,5,249.95
SKU-1013,101,2025-12-29,6,299.94
SKU-1013,101,2025-12-31,6,299.94
SKU-1013,101,2026-01-02,5,249.95
SKU-1013,101,2026-01-04,2,99.98
SKU-1013,101,2026-01-05,3,149.97
SKU-1013,101,2026-01-06,1,49.99
SKU-1013,101,2026-01-10,3,149.97
SKU-1013,101,2026-01-11,2,99.98
SKU-1013,101,2026-01-13,2,99.98
SKU-1013,101,2026-01-14,1,49.99
SKU-1013,101,2026-01-15,4,199.96
SKU-1013,101,2026-01-24,1,49.99
SKU-1013,101,2026-01-27,2,99.98
SKU-1013,101,2026-01-28,3,149.97
SKU-1013,101,2026-01-30,2,99.98
SKU-1013,101,2026-01-31,2,99.98
SKU-1013,101,2026-02-03,4,199.96
SKU-1013,101,2026-02-05,2,99.98
SKU-1013,101,2026-02-07,6,299.94
SKU-1013,101,2026-02-08,3,149.97
SKU-1013,101,2026-02-13,3,149.97
SKU-1013,101,2026-02-15,4,199.96
SKU-1013,101,2026-02-21,1,49.99
SKU-1013,101,2026-02-24,3,149.97
SKU-1013,101,2026-02-25,6,299.94
SKU-1013,101,2026-02-26,4,199.96
SKU-1013,102,2025-10-04,2,99.98
SKU-1013,102,2025-10-30,5,249.95
SKU-1013,102,2025-11-23,3,149.97
SKU-1013,102,2025-12-12,2,99.98
SKU-1013,102,2026-01-11,2,99.98
SKU-1013,102,2026-02-02,2,99.98
SKU-1013,103,2025-09-02,2,99.98
SKU-1013,103,2025-09-03,3,149.97
SKU-1013,103,2025-09-04,2,99.98
SKU-1013,103,2025-09-05,1,49.99
SKU-1013,103,2025-09-06,3,149.97
SKU-1013,103,2025-09-07,1,49.99
SKU-1013,103,2025-09-08,5,249.95
SKU-1013,103,2025-09-10,2,99.98
SKU-1013,103,2025-09-11,5,249.95
SKU-1013,103,2025-09-14,6,299.94
SKU-1013,103,2025-09-15,1,49.99
SKU-1013,103,2025-09-18,1,49.99
SKU-1013,103,2025-09-19,5,249.95
SKU-1013,103,2025-10-01,2,99.98
SKU-1013,103,2025-10-02,1,49.99
SKU-1013,103,2025-10-03,1,49.99
SKU-1013,103,2025-10-04,6,299.94
SKU-1013,103,2025-10-05,1,49.99
SKU-1013,103,2025-10-09,3,149.97
SKU-1013,103,2025-10-12,6,299.94
SKU-1013,103,2025-10-15,2,99.98
SKU-1013,103,2025-10-16,1,49.99
SKU-1013,103,2025-10-18,1,49.99
SKU-1013,103,2025-10-21,3,149.97
SKU-1013,103,2025-10-23,3,149.97
SKU-1013,103,2025-10-25,4,199.96
SKU-1013,103,2025-10-26,4,199.96
SKU-1013,103,2025-10-27,4,199.96
SKU-1013,103,2025-11-01,4,199.96
SKU-1013,103,2025-11-09,3,149.97
SKU-1013,103,2025-11-10,2,99.98
SKU-1013,103,2025-11-13,4,199.96
SKU-1013,103,2025-11-16,4,199.96
SKU-1013,103,2025-11-17,1,49.99
SKU-1013,103,2025-11-18,5,249.95
SKU-1013,103,2025-11-20,1,49.99
SKU-1013,103,2025-11-21,2,99.98
SKU-1013,103,2025-11-22,6,299.94
SKU-1013,103,2025-11-25,4,199.96
SKU-1013,103,2025-11-27,4,199.96
SKU-1013,103,2025-11-29,4,199.96
SKU-1013,103,2025-11-30,2,99.98
SKU-1013,103,2025-12-01,6,299.94
SKU-1013,103,2025-12-02,4,199.96
SKU-1013,103,2025-12-03,1,49.99
SKU-1013,103,2025-12-05,6,299.94
SKU-1013,103,2025-12-06,2,99.98
SKU-1013,103,2025-12-07,2,99.98
SKU-1013,103,2025-12-08,4,199.96
SKU-1013,103,2025-12-11,4,199.96
SKU-1013,103,2025-12-12,1,49.99
SKU-1013,103,2025-12-14,4,199.96
SKU-1013,103,2025-12-20,5,249.95
SKU-1013,103,2025-12-23,3,149.97
SKU-1013,103,2025-12-28,2,99.98
SKU-1013,103,2025-12-30,3,149.97
SKU-1013,103,2026-01-01,2,99.98
SKU-1013,103,2026-01-05,6,299.94
SKU-1013,103,2026-01-06,1,49.99
SKU-1013,103,2026-01-07,5,249.95
SKU-1013,103,2026-01-08,1,49.99
SKU-1013,103,2026-01-09,3,149.97
SKU-1013,103,2026-01-10,6,299.94
SKU-1013,103,2026-01-12,1,49.99
SKU-1013,103,2026-01-13,4,199.96
SKU-1013,103,2026-01-14,5,249.95
SKU-1013,103,2026-01-15,4,199.96
SKU-1013,103,2026-01-16,2,99.98
SKU-1013,103,2026-01-17,5,249.95
SKU-1013,103,2026-01-18,6,299.94
SKU-1013,103,2026-01-21,1,49.99
SKU-1013,103,2026-01-29,5,249.95
SKU-1013,103,2026-01-31,5,249.95
SKU-1013,103,2026-02-01,5,249.95
SKU-1013,103,2026-02-02,2,99.98
SKU-1013,103,2026-02-04,4,199.96
SKU-1013,103,2026-02-05,3,149.97
SKU-1013,103,2026-02-07,3,149.97
SKU-1013,103,2026-02-09,6,299.94
SKU-1013,103,2026-02-10,5,249.95
SKU-1013,103,2026-02-12,1,49.99
SKU-1013,103,2026-02-13,4,199.96
SKU-1013,103,2026-02-14,6,299.94
SKU-1013,103,2026-02-17,2,99.98
SKU-1013,103,2026-02-18,4,199.96
SKU-1013,103,2026-02-19,1,49.99
SKU-1013,103,2026-02-20,4,199.96
SKU-1013,103,2026-02-22,3,149.97
SKU-1013,103,2026-02-23,2,99.98
SKU-1013,103,2026-02-26,5,249.95
SKU-1013,103,2026-02-27,4,199.96
SKU-1013,103,2026-02-28,5,249.95
SKU-1013,104,2025-10-02,1,49.99
SKU-1013,104,2025-11-18,6,299.94
SKU-1013,104,2026-01-05,6,299.94
SKU-1013,104,2026-01-10,2,99.98
SKU-1013,104,2026-02-12,5,249.95
SKU-1013,104,2026-02-23,5,249.95
SKU-1013,105,2025-09-03,3,149.97
SKU-1013,105,2025-09-16,2,99.98
SKU-1013,105,2025-10-12,5,249.95
SKU-1013,105,2025-10-19,4,199.96
SKU-1013,105,2025-11-20,3,149.97
SKU-1013,105,2025-12-02,5,249.95
SKU-1013,105,2025-12-12,4,199.96
SKU-1013,105,2025-12-16,5,249.95
SKU-1013,105,2026-01-02,6,299.94
SKU-1013,105,2026-01-06,4,199.96
SKU-1013,105,2026-01-12,2,99.98
SKU-1013,105,2026-01-23,3,149.97
SKU-1013,105,2026-01-27,1,49.99
SKU-1013,105,2026-02-14,3,149.97
SKU-1013,105,2026-02-21,6,299.94
SKU-1013,106,2025-09-05,2,99.98
SKU-1013,106,2025-11-15,2,99.98
SKU-1013,106,2026-01-12,6,299.94
SKU-1013,106,2026-01-13,3,149.97
SKU-1013,106,2026-02-06,1,49.99
SKU-1013,106,2026-02-08,5,249.95
SKU-1014,47,2025-05-13,3,172.47
SKU-1014,47,2025-05-16,4,229.96
SKU-1014,47,2025-05-28,3,172.47
SKU-1014,47,2025-06-06,2,114.98
SKU-1014,47,2025-06-08,2,114.98
SKU-1014,47,2025-06-10,4,229.96
SKU-1014,47,2025-06-19,1,57.49
SKU-1014,47,2025-06-22,4,229.96
SKU-1014,47,2025-06-29,4,229.96
SKU-1014,47,2025-07-02,4,229.96
SKU-1014,47,2025-07-05,2,114.98
SKU-1014,47,2025-07-08,2,114.98
SKU-1014,47,2025-07-23,1,57.49
SKU-1014,47,2025-07-26,2,114.98
SKU-1014,47,2025-07-27,3,172.47
SKU-1014,47,2025-07-29,4,229.96
SKU-1014,47,2025-08-01,2,114.98
SKU-1014,47,2025-08-06,1,57.49
SKU-1014,47,2025-09-06,1,57.49
SKU-1014,47,2025-09-09,3,172.47
SKU-1014,47,2025-09-11,2,114.98
SKU-1014,47,2025-09-14,2,114.98
SKU-1014,47,2025-09-15,5,287.45
SKU-1014,47,2025-09-21,5,287.45
SKU-1014,47,2025-09-23,1,57.49
SKU-1014,47,2025-09-25,2,114.98
SKU-1014,47,2025-09-30,1,57.49
SKU-1014,47,2025-10-07,1,57.49
SKU-1014,47,2025-10-13,1,57.49
SKU-1014,47,2025-10-30,5,287.45
SKU-1014,47,2025-10-31,4,229.96
SKU-1014,47,2025-11-05,3,172.47
SKU-1014,47,2025-11-10,1,57.49
SKU-1014,47,2025-11-16,5,287.45
SKU-1014,47,2025-11-18,3,172.47
SKU-1014,47,2025-11-19,1,57.49
SKU-1014,47,2025-11-21,5,287.45
SKU-1014,47,2025-11-23,1,57.49
SKU-1014,47,2025-12-03,2,114.98
SKU-1014,47,2025-12-09,5,287.45
SKU-1014,47,2025-12-16,2,114.98
SKU-1014,47,2025-12-20,1,57.49
SKU-1014,47,2025-12-21,4,229.96
SKU-1014,47,2025-12-26,2,114.98
SKU-1014,47,2025-12-29,3,172.47
SKU-1014,47,2025-12-30,3,172.47
SKU-1014,47,2025-12-31,1,57.49
SKU-1014,47,2026-01-05,2,114.98
SKU-1014,47,2026-01-10,5,287.45
SKU-1014,47,2026-01-11,2,114.98
SKU-1014,47,2026-01-23,1,57.49
SKU-1014,47,2026-01-31,4,229.96
SKU-1014,47,2026-02-04,5,287.45
SKU-1014,47,2026-02-15,4,229.96
SKU-1014,47,2026-02-17,2,114.98
SKU-1014,47,2026-02-19,5,287.45
SKU-1014,47,2026-02-20,1,57.49
SKU-1014,47,2026-02-25,3,172.47
SKU-1014,47,2026-03-06,3,172.47
SKU-1014,47,2026-03-07,3,172.47
SKU-1014,47,2026-03-31,5,287.45
SKU-1014,47,2026-04-05,5,287.45
SKU-1014,47,2026-04-15,2,114.98
SKU-1014,47,2026-04-21,2,114.98
SKU-1014,47,2026-04-25,2,114.98
SKU-1014,47,2026-04-26,3,172.47
SKU-1014,101,2025-05-18,3,172.47
SKU-1014,101,2025-05-20,4,229.96
SKU-1014,101,2025-06-02,3,172.47
SKU-1014,101,2025-06-09,1,57.49
SKU-1014,101,2025-06-17,3,172.47
SKU-1014,101,2025-06-27,2,114.98
SKU-1014,101,2025-07-04,3,172.47
SKU-1014,101,2025-07-07,3,172.47
SKU-1014,101,2025-07-08,3,172.47
SKU-1014,101,2025-07-16,3,172.47
SKU-1014,101,2025-07-27,3,172.47
SKU-1014,101,2025-08-04,3,172.47
SKU-1014,101,2025-08-11,4,229.96
SKU-1014,101,2025-08-17,2,114.98
SKU-1014,101,2025-08-18,3,172.47
SKU-1014,101,2025-08-24,2,114.98
SKU-1014,101,2025-09-02,1,57.49
SKU-1014,101,2025-09-16,2,114.98
SKU-1014,101,2025-09-25,1,57.49
SKU-1014,101,2025-09-28,1,57.49
SKU-1014,101,2025-09-30,4,229.96
SKU-1014,101,2025-10-02,3,172.47
SKU-1014,101,2025-10-06,2,114.98
SKU-1014,101,2025-10-22,1,57.49
SKU-1014,101,2025-11-16,2,114.98
SKU-1014,101,2025-11-19,1,57.49
SKU-1014,101,2025-11-21,3,172.47
SKU-1014,101,2025-12-03,3,172.47
SKU-1014,101,2025-12-07,3,172.47
SKU-1014,101,2025-12-19,3,172.47
SKU-1014,101,2025-12-22,3,172.47
SKU-1014,101,2025-12-30,3,172.47
SKU-1014,101,2026-01-01,2,114.98
SKU-1014,101,2026-01-08,1,57.49
SKU-1014,101,2026-02-01,4,229.96
SKU-1014,101,2026-02-02,4,229.96
SKU-1014,101,2026-02-03,1,57.49
SKU-1014,101,2026-02-06,1,57.49
SKU-1014,101,2026-02-09,4,229.96
SKU-1014,101,2026-02-13,4,229.96
SKU-1014,101,2026-02-15,3,172.47
SKU-1014,101,2026-02-17,2,114.98
SKU-1014,101,2026-02-18,3,172.47
SKU-1014,101,2026-03-07,1,57.49
SKU-1014,101,2026-03-09,2,114.98
SKU-1014,101,2026-03-11,2,114.98
SKU-1014,101,2026-03-14,2,114.98
SKU-1014,101,2026-03-16,2,114.98
SKU-1014,101,2026-03-17,4,229.96
SKU-1014,101,2026-04-16,1,57.49
SKU-1014,101,2026-04-28,4,229.96
SKU-1014,101,2026-05-01,2,114.98
SKU-1014,101,2026-05-05,3,172.47
SKU-1014,101,2026-05-07,2,114.98
SKU-1014,101,2026-05-09,1,57.49
SKU-1014,102,2025-05-14,3,172.47
SKU-1014,102,2025-05-29,1,57.49
SKU-1014,102,2025-06-04,4,229.96
SKU-1014,102,2025-06-09,2,114.98
SKU-1014,102,2025-06-25,1,57.49
SKU-1014,102,2025-07-02,4,229.96
SKU-1014,102,2025-07-03,2,114.98
SKU-1014,102,2025-07-05,1,57.49
SKU-1014,102,2025-07-11,1,57.49
SKU-1014,102,2025-07-15,2,114.98
SKU-1014,102,2025-07-23,4,229.96
SKU-1014,102,2025-07-25,2,114.98
SKU-1014,102,2025-07-26,4,229.96
SKU-1014,102,2025-07-29,4,229.96
SKU-1014,102,2025-08-03,3,172.47
SKU-1014,102,2025-08-10,1,57.49
SKU-1014,102,2025-08-15,3,172.47
SKU-1014,102,2025-08-23,1,57.49
SKU-1014,102,2025-08-27,1,57.49
SKU-1014,102,2025-09-02,4,229.96
SKU-1014,102,2025-09-04,3,172.47
SKU-1014,102,2025-09-05,3,172.47
SKU-1014,102,2025-09-07,2,114.98
SKU-1014,102,2025-09-10,3,172.47
SKU-1014,102,2025-09-13,2,114.98
SKU-1014,102,2025-09-14,1,57.49
SKU-1014,102,2025-09-19,2,114.98
SKU-1014,102,2025-09-28,3,172.47
SKU-1014,102,2025-10-02,3,172.47
SKU-1014,102,2025-10-08,2,114.98
SKU-1014,102,2025-10-13,2,114.98
SKU-1014,102,2025-10-25,4,229.96
SKU-1014,102,2025-10-26,4,229.96
SKU-1014,102,2025-11-03,4,229.96
SKU-1014,102,2025-11-04,1,57.49
SKU-1014,102,2025-11-14,4,229.96
SKU-1014,102,2025-11-20,3,172.47
SKU-1014,102,2025-12-05,4,229.96
SKU-1014,102,2025-12-14,1,57.49
SKU-1014,102,2025-12-18,3,172.47
SKU-1014,102,2025-12-23,1,57.49
SKU-1014,102,2025-12-28,1,57.49
SKU-1014,102,2026-01-07,1,57.49
SKU-1014,102,2026-01-19,4,229.96
SKU-1014,102,2026-01-25,2,114.98
SKU-1014,102,2026-02-11,4,229.96
SKU-1014,102,2026-02-20,2,114.98
SKU-1014,102,2026-03-02,1,57.49
SKU-1014,102,2026-03-03,4,229.96
SKU-1014,102,2026-03-06,4,229.96
SKU-1014,102,2026-03-07,1,57.49
SKU-1014,102,2026-03-11,2,114.98
SKU-1014,102,2026-03-12,2,114.98
SKU-1014,102,2026-03-15,2,114.98
SKU-1014,102,2026-03-20,4,229.96
SKU-1014,102,2026-04-01,3,172.47
SKU-1014,102,2026-04-05,3,172.47
SKU-1014,102,2026-04-06,3,172.47
SKU-1014,102,2026-04-09,4,229.96
SKU-1014,102,2026-04-18,1,57.49
SKU-1014,102,2026-04-24,2,114.98
SKU-1014,102,2026-05-09,2,114.98
SKU-1014,103,2025-05-10,2,114.98
SKU-1014,103,2025-05-13,1,57.49
SKU-1014,103,2025-05-22,4,229.96
SKU-1014,103,2025-05-25,4,229.96
SKU-1014,103,2025-05-28,2,114.98
SKU-1014,103,2025-06-01,1,57.49
SKU-1014,103,2025-06-12,1,57.49
SKU-1014,103,2025-06-14,4,229.96
SKU-1014,103,2025-06-17,1,57.49
SKU-1014,103,2025-06-18,2,114.98
SKU-1014,103,2025-06-21,4,229.96
SKU-1014,103,2025-06-30,3,172.47
SKU-1014,103,2025-07-02,4,229.96
SKU-1014,103,2025-07-14,3,172.47
SKU-1014,103,2025-07-19,3,172.47
SKU-1014,103,2025-08-01,2,114.98
SKU-1014,103,2025-08-03,3,172.47
SKU-1014,103,2025-08-05,4,229.96
SKU-1014,103,2025-08-06,3,172.47
SKU-1014,103,2025-08-07,1,57.49
SKU-1014,103,2025-08-13,2,114.98
SKU-1014,103,2025-08-16,2,114.98
SKU-1014,103,2025-08-19,2,114.98
SKU-1014,103,2025-08-23,3,172.47
SKU-1014,103,2025-08-30,3,172.47
SKU-1014,103,2025-09-02,2,114.98
SKU-1014,103,2025-09-05,2,114.98
SKU-1014,103,2025-09-12,3,172.47
SKU-1014,103,2025-09-18,2,114.98
SKU-1014,103,2025-09-20,2,114.98
SKU-1014,103,2025-09-22,4,229.96
SKU-1014,103,2025-10-08,4,229.96
SKU-1014,103,2025-10-10,4,229.96
SKU-1014,103,2025-10-16,2,114.98
SKU-1014,103,2025-10-24,4,229.96
SKU-1014,103,2025-10-27,1,57.49
SKU-1014,103,2025-10-30,1,57.49
SKU-1014,103,2025-11-05,4,229.96
SKU-1014,103,2025-11-09,3,172.47
SKU-1014,103,2025-11-16,3,172.47
SKU-1014,103,2025-11-19,1,57.49
SKU-1014,103,2025-11-21,2,114.98
SKU-1014,103,2025-11-22,1,57.49
SKU-1014,103,2025-11-27,4,229.96
SKU-1014,103,2025-12-05,2,114.98
SKU-1014,103,2025-12-12,2,114.98
SKU-1014,103,2025-12-22,3,172.47
SKU-1014,103,2025-12-26,2,114.98
SKU-1014,103,2025-12-31,2,114.98
SKU-1014,103,2026-01-01,1,57.49
SKU-1014,103,2026-01-17,3,172.47
SKU-1014,103,2026-01-18,2,114.98
SKU-1014,103,2026-01-19,4,229.96
SKU-1014,103,2026-02-02,3,172.47
SKU-1014,103,2026-02-09,4,229.96
SKU-1014,103,2026-02-28,4,229.96
SKU-1014,103,2026-03-02,3,172.47
SKU-1014,103,2026-03-05,2,114.98
SKU-1014,103,2026-03-07,1,57.49
SKU-1014,103,2026-03-09,2,114.98
SKU-1014,103,2026-03-13,3,172.47
SKU-1014,103,2026-03-16,3,172.47
SKU-1014,103,2026-03-20,3,172.47
SKU-1014,103,2026-03-23,2,114.98
SKU-1014,103,2026-03-26,3,172.47
SKU-1014,103,2026-03-29,4,229.96
SKU-1014,103,2026-03-31,1,57.49
SKU-1014,103,2026-04-15,4,229.96
SKU-1014,103,2026-04-19,4,229.96
SKU-1014,103,2026-04-24,3,172.47
SKU-1014,103,2026-04-26,4,229.96
SKU-1014,103,2026-04-27,4,229.96
SKU-1014,103,2026-04-28,1,57.49
SKU-1014,103,2026-05-05,1,57.49
SKU-1014,104,2025-05-10,4,229.96
SKU-1014,104,2025-05-16,2,114.98
SKU-1014,104,2025-05-24,1,57.49
SKU-1014,104,2025-05-28,1,57.49
SKU-1014,104,2025-06-03,2,114.98
SKU-1014,104,2025-06-04,4,229.96
SKU-1014,104,2025-06-13,3,172.47
SKU-1014,104,2025-06-16,3,172.47
SKU-1014,104,2025-06-23,4,229.96
SKU-1014,104,2025-06-24,1,57.49
SKU-1014,104,2025-06-25,2,114.98
SKU-1014,104,2025-06-27,1,57.49
SKU-1014,104,2025-06-30,3,172.47
SKU-1014,104,2025-07-19,3,172.47
SKU-1014,104,2025-08-05,4,229.96
SKU-1014,104,2025-08-20,1,57.49
SKU-1014,104,2025-08-21,3,172.47
SKU-1014,104,2025-08-30,4,229.96
SKU-1014,104,2025-09-03,4,229.96
SKU-1014,104,2025-09-04,3,172.47
SKU-1014,104,2025-09-07,1,57.49
SKU-1014,104,2025-09-08,1,57.49
SKU-1014,104,2025-09-09,3,172.47
SKU-1014,104,2025-09-19,2,114.98
SKU-1014,104,2025-09-25,4,229.96
SKU-1014,104,2025-09-26,2,114.98
SKU-1014,104,2025-09-27,3,172.47
SKU-1014,104,2025-10-01,1,57.49
SKU-1014,104,2025-10-07,3,172.47
SKU-1014,104,2025-10-08,4,229.96
SKU-1014,104,2025-10-12,4,229.96
SKU-1014,104,2025-10-17,3,172.47
SKU-1014,104,2025-10-18,3,172.47
SKU-1014,104,2025-10-20,2,114.98
SKU-1014,104,2025-10-21,1,57.49
SKU-1014,104,2025-10-22,3,172.47
SKU-1014,104,2025-10-23,4,229.96
SKU-1014,104,2025-10-29,3,172.47
SKU-1014,104,2025-11-02,2,114.98
SKU-1014,104,2025-11-13,3,172.47
SKU-1014,104,2025-11-20,2,114.98
SKU-1014,104,2025-11-28,2,114.98
SKU-1014,104,2025-12-10,1,57.49
SKU-1014,104,2025-12-14,2,114.98
SKU-1014,104,2025-12-18,3,172.47
SKU-1014,104,2025-12-23,1,57.49
SKU-1014,104,2025-12-24,4,229.96
SKU-1014,104,2026-01-16,1,57.49
SKU-1014,104,2026-01-18,1,57.49
SKU-1014,104,2026-01-19,1,57.49
SKU-1014,104,2026-01-23,2,114.98
SKU-1014,104,2026-01-24,1,57.49
SKU-1014,104,2026-01-27,3,172.47
SKU-1014,104,2026-02-02,4,229.96
SKU-1014,104,2026-02-08,1,57.49
SKU-1014,104,2026-02-14,2,114.98
SKU-1014,104,2026-02-19,3,172.47
SKU-1014,104,2026-02-20,2,114.98
SKU-1014,104,2026-02-28,2,114.98
SKU-1014,104,2026-03-02,2,114.98
SKU-1014,104,2026-03-06,4,229.96
SKU-1014,104,2026-03-08,4,229.96
SKU-1014,104,2026-03-09,2,114.98
SKU-1014,104,2026-03-19,1,57.49
SKU-1014,104,2026-03-20,4,229.96
SKU-1014,104,2026-03-24,2,114.98
SKU-1014,104,2026-03-28,4,229.96
SKU-1014,104,2026-04-13,1,57.49
SKU-1014,104,2026-04-28,1,57.49
SKU-1014,104,2026-04-29,1,57.49
SKU-1014,104,2026-05-06,1,57.49
SKU-1014,105,2025-06-10,4,229.96
SKU-1014,105,2025-06-13,4,229.96
SKU-1014,105,2025-07-06,1,57.49
SKU-1014,105,2025-07-11,4,229.96
SKU-1014,105,2025-07-18,2,114.98
SKU-1014,105,2025-07-21,1,57.49
SKU-1014,105,2025-08-04,3,172.47
SKU-1014,105,2025-08-13,1,57.49
SKU-1014,105,2025-08-20,1,57.49
SKU-1014,105,2025-08-23,1,57.49
SKU-1014,105,2025-08-24,1,57.49
SKU-1014,105,2025-08-27,1,57.49
SKU-1014,105,2025-08-28,3,172.47
SKU-1014,105,2025-09-07,1,57.49
SKU-1014,105,2025-09-09,2,114.98
SKU-1014,105,2025-09-16,4,229.96
SKU-1014,105,2025-09-20,3,172.47
SKU-1014,105,2025-10-03,2,114.98
SKU-1014,105,2025-10-04,1,57.49
SKU-1014,105,2025-10-07,2,114.98
SKU-1014,105,2025-10-08,2,114.98
SKU-1014,105,2025-10-13,4,229.96
SKU-1014,105,2025-10-14,2,114.98
SKU-1014,105,2025-10-16,4,229.96
SKU-1014,105,2025-10-18,4,229.96
SKU-1014,105,2025-10-24,4,229.96
SKU-1014,105,2025-10-26,2,114.98
SKU-1014,105,2025-10-27,1,57.49
SKU-1014,105,2025-11-01,2,114.98
SKU-1014,105,2025-11-06,4,229.96
SKU-1014,105,2025-11-28,1,57.49
SKU-1014,105,2025-11-29,2,114.98
SKU-1014,105,2025-12-02,1,57.49
SKU-1014,105,2025-12-05,3,172.47
SKU-1014,105,2025-12-10,4,229.96
SKU-1014,105,2025-12-12,4,229.96
SKU-1014,105,2025-12-15,3,172.47
SKU-1014,105,2025-12-18,3,172.47
SKU-1014,105,2025-12-22,2,114.98
SKU-1014,105,2025-12-26,2,114.98
SKU-1014,105,2025-12-29,1,57.49
SKU-1014,105,2025-12-30,3,172.47
SKU-1014,105,2026-01-16,4,229.96
SKU-1014,105,2026-01-18,1,57.49
SKU-1014,105,2026-01-23,4,229.96
SKU-1014,105,2026-01-24,3,172.47
SKU-1014,105,2026-01-28,2,114.98
SKU-1014,105,2026-02-01,2,114.98
SKU-1014,105,2026-02-02,1,57.49
SKU-1014,105,2026-02-06,2,114.98
SKU-1014,105,2026-02-08,3,172.47
SKU-1014,105,2026-02-16,4,229.96
SKU-1014,105,2026-02-20,4,229.96
SKU-1014,105,2026-02-26,1,57.49
SKU-1014,105,2026-02-28,4,229.96
SKU-1014,105,2026-03-03,4,229.96
SKU-1014,105,2026-03-13,3,172.47
SKU-1014,105,2026-03-15,1,57.49
SKU-1014,105,2026-03-16,3,172.47
SKU-1014,105,2026-03-18,1,57.49
SKU-1014,105,2026-03-23,2,114.98
SKU-1014,105,2026-03-25,2,114.98
SKU-1014,105,2026-03-28,2,114.98
SKU-1014,105,2026-03-30,2,114.98
SKU-1014,105,2026-03-31,2,114.98
SKU-1014,105,2026-04-11,1,57.49
SKU-1014,105,2026-04-13,4,229.96
SKU-1014,105,2026-05-03,3,172.47
SKU-1014,105,2026-05-07,1,57.49
SKU-1014,106,2025-05-16,1,57.49
SKU-1014,106,2025-05-18,4,229.96
SKU-1014,106,2025-05-24,2,114.98
SKU-1014,106,2025-05-29,1,57.49
SKU-1014,106,2025-06-07,3,172.47
SKU-1014,106,2025-06-14,1,57.49
